Date;rent_CH2Y5Y10YRetCHF_Acum;DE5YRetAcu;CHST2Y5Y10YAcu;ESST2Y5Y10YAcu
10/10/2014;-2.824256294;18.55646725;-2.82310056;-2.745475004
17/10/2014;-2.689142423;18.49981616;-2.687973474;-2.320944773
24/10/2014;-2.806617646;18.56894887;-2.805442747;-2.456454046
31/10/2014;-2.989220731;18.7799611;-2.988007737;-2.100331118
07/11/2014;-3.155022633;18.75616537;-3.153777773;-1.679888996
14/11/2014;-3.231713932;18.73485611;-3.231042796;-1.648056203
21/11/2014;-2.955355924;18.61030945;-2.954679189;-2.249712416
28/11/2014;-3.197428709;18.63910794;-3.196888305;-2.106602259
05/12/2014;-2.851668708;18.57656843;-2.851122506;-2.143163769
12/12/2014;-2.863222628;18.94105709;-2.86278619;-0.525163241
19/12/2014;-3.623503475;19.16734298;-3.622826391;-1.285579814
26/12/2014;-3.588051997;19.19409042;-3.587371045;-1.579869738
02/01/2015;-3.597776093;19.49865363;-3.597089716;-1.924284664
09/01/2015;-3.453386603;19.48185291;-3.452798304;-0.912534635
16/01/2015;-5.334009292;19.60828179;-5.531000299;-1.599684752
23/01/2015;-4.145749523;19.52295273;-4.339589647;-1.628728926
30/01/2015;-3.687736557;19.84440882;-3.955381633;-0.864085756
06/02/2015;-3.221637445;19.82392995;-3.489643492;-1.027878217
13/02/2015;-3.442418857;20.03439431;-3.707581829;-1.108467156
20/02/2015;-3.464792289;20.14158264;-3.729927547;-1.795109603
27/02/2015;-3.174325624;20.14008056;-3.439563457;-2.149311155
06/03/2015;-2.944214452;20.06960841;-3.208271368;-2.721504353
13/03/2015;-3.293950359;20.16481688;-3.55841866;-2.432800219
20/03/2015;-3.225799742;20.23399777;-3.490262223;-2.085791583
27/03/2015;-3.191373343;20.0905049;-3.455680455;-1.980301289
03/04/2015;-3.23075876;20.13581972;-3.49504931;-2.250943408
10/04/2015;-3.382487368;20.26814176;-3.646779578;-2.218820115
17/04/2015;-3.004929841;20.34961893;-3.268863305;-1.772835093
24/04/2015;-3.298926011;19.92610942;-3.563679009;-2.365043584
01/05/2015;-3.393151476;19.26762918;-3.6545199;-2.379562797
08/05/2015;-3.298189303;19.06238639;-3.559553947;-2.490672659
15/05/2015;-3.438612836;18.96258558;-3.69994082;-2.585096141
